idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
157,513.1,-1.869,0.379,1.16,6.42,0.0781,0.0784,0.3898,,1
158,49.4,0.874,0.586,18.92,9.93,0.2441,0.1212,0.1852,,0
159,637.3,-2.111,0.591,17.7,10.02,0.5268,0.1223,0.117,,0
160,551.5,-2.132,0.313,6.64,5.31,0.17,0.0648,0.3521,,1
161,236.5,-2.906,0.382,25.88,6.47,0.0412,0.079,0.1795,,0
162,173.0,0.553,0.836,14.39,14.18,0.0694,0.1731,0.1095,,0
163,483.9,-2.199,0.195,16.04,3.31,0.148,0.0404,0.7108,,1
164,466.2,-0.33,0.612,45.76,10.37,0.5651,0.1267,0.1314,,0
165,232.9,-2.694,0.274,25.23,4.64,0.2805,0.0566,0.555,,1
166,40.4,0.506,0.504,21.15,8.54,-0.0111,0.1043,0.203,,0
167,555.1,-1.964,0.222,14.93,3.77,0.1757,0.046,0.663,,1
168,40.0,1.223,0.544,10.11,9.21,0.1209,0.1125,0.1658,,0
169,220.1,-2.399,0.252,27.82,4.26,0.2832,0.052,0.5709,,1
170,170.3,-0.558,0.808,27.23,13.69,0.0036,0.1671,0.082,,0
171,416.5,-0.077,0.555,41.12,9.4,0.2596,0.1148,0.1441,,0
172,624.5,-2.179,0.461,29.23,7.81,0.4951,0.0953,0.0664,,0
173,549.7,-2.619,0.246,8.71,4.17,0.0025,0.0509,0.575,,1
174,258.5,-2.872,0.357,17.66,6.05,0.2891,0.0739,0.2289,,0
175,56.6,0.74,0.654,14.05,11.08,-0.1205,0.1353,0.0979,,0
176,405.5,-0.129,0.568,43.83,9.62,0.138,0.1174,0.1228,,0
177,199.0,0.52,0.653,8.35,11.07,0.1267,0.1352,0.2484,,0
178,454.4,-2.486,0.354,10.71,6.0,0.0637,0.0732,0.3536,,1
179,427.5,0.478,0.629,51.4,10.66,0.4157,0.1301,0.1238,,0
180,386.8,-2.561,0.241,19.02,4.08,0.0483,0.0498,0.566,,1
181,375.8,-1.778,0.271,26.93,4.59,0.1639,0.0561,0.4892,,1
182,440.1,-0.962,0.449,19.52,7.61,-0.1776,0.0929,0.1465,,0
183,458.8,-0.474,0.608,41.41,10.31,0.4491,0.1259,0.1768,,0
184,587.7,-2.703,0.531,29.36,9.0,0.2662,0.1099,0.4449,,1
185,596.9,-2.575,0.575,32.26,9.74,0.1306,0.119,0.2894,,0
186,553.3,-2.122,0.184,16.97,3.12,0.1406,0.0381,0.7039,,1
187,260.3,-2.478,0.264,15.7,4.48,0.1822,0.0547,0.5696,,1
188,440.4,-0.323,0.641,51.85,10.86,0.3778,0.1325,0.18,,0
189,604.3,-1.736,0.488,33.8,8.26,0.338,0.1009,0.1438,,0
190,32.8,1.299,0.556,11.28,9.42,-0.1532,0.1151,0.0996,,0
191,183.1,-3.417,0.389,11.66,6.59,0.4181,0.0805,0.3589,,1
192,479.0,-0.581,0.703,48.4,11.92,0.4735,0.1455,0.0758,,0
193,410.6,-2.637,0.204,16.23,3.45,-0.0206,0.0421,0.6745,,1
194,527.7,-1.402,0.405,12.03,6.86,0.1263,0.0837,0.2569,,0
195,584.5,-1.998,0.254,8.97,4.31,-0.0026,0.0526,0.6701,,1
196,9.9,0.232,0.267,-1.72,4.52,0.1838,0.0552,0.4929,,1
197,620.9,-1.12,0.591,25.4,10.01,0.3773,0.1222,0.1546,,0
198,55.0,0.54,0.665,16.23,11.28,0.0332,0.1377,0.1207,,0
199,249.3,-2.343,0.246,22.08,4.17,0.1946,0.0509,0.6049,,1
200,436.8,-0.135,0.591,44.17,10.01,0.421,0.1223,0.1279,,0
201,540.5,-2.393,0.199,15.19,3.38,0.1138,0.0413,0.6491,,1
202,606.1,-2.587,0.539,35.6,9.13,0.3013,0.1115,0.0568,,0
203,151.0,0.584,0.723,8.11,12.25,-0.0114,0.1495,0.0644,,0
204,496.7,-2.474,0.187,15.59,3.17,0.1128,0.0387,0.7338,,1
205,262.1,-2.634,0.266,22.57,4.51,0.1618,0.0551,0.5639,,1
206,243.9,-2.46,0.28,20.12,4.75,0.2656,0.058,0.5314,,1
207,144.9,-2.416,0.395,19.84,6.69,0.3587,0.0816,0.5116,,1
208,197.2,-0.111,0.691,13.73,11.72,0.2561,0.1431,0.061,,0
209,446.0,-0.237,0.599,39.6,10.15,0.4792,0.1239,0.1529,,0
210,447.8,-0.151,0.609,37.29,10.33,0.4822,0.1261,0.1648,,0
211,211.8,-0.582,0.658,13.03,11.15,0.2129,0.1361,0.337,,0
212,197.7,-2.541,0.364,13.54,6.17,0.4254,0.0753,0.527,,1
213,567.9,-2.342,0.317,11.08,5.37,0.0694,0.0656,0.491,,1
214,177.2,-0.733,0.803,32.19,13.61,-0.0036,0.1662,0.2101,,0
215,38.4,0.635,0.628,11.56,10.65,0.1094,0.13,0.2445,,0
216,44.0,0.373,0.537,26.66,9.1,0.0514,0.1111,0.2845,,0
217,51.7,-0.485,0.518,42.58,8.79,0.1835,0.1073,0.2465,,0
218,562.5,-3.269,0.297,15.03,5.04,0.1557,0.0615,0.4872,,1
219,223.7,-2.409,0.262,21.91,4.43,0.3665,0.0541,0.5555,,1
220,420.1,-0.285,0.715,47.88,12.11,0.0865,0.1479,0.0407,,0
221,480.8,-0.642,0.652,45.01,11.05,0.6871,0.1349,0.1106,,0
222,231.1,-0.16,0.789,0.18,13.38,0.1948,0.1633,0.1576,,0
223,27.6,0.413,0.456,14.09,7.73,0.0157,0.0944,0.3004,,0
224,45.6,0.899,0.575,10.85,9.75,-0.0291,0.119,0.3046,,0
225,507.7,-2.412,0.188,12.05,3.18,0.0588,0.0389,0.6973,,1
226,315.4,-2.372,0.291,23.99,4.93,0.1734,0.0602,0.566,,1
227,509.5,-2.313,0.2,12.35,3.39,0.0579,0.0414,0.7191,,1
228,573.5,-2.172,0.324,11.42,5.5,-0.1097,0.0671,0.6401,,1
229,566.1,-2.472,0.271,15.96,4.59,0.1454,0.056,0.5063,,1
230,62.2,1.036,0.741,22.08,12.57,0.1714,0.1534,0.098,,0
231,414.2,-2.326,0.41,20.62,6.95,0.1642,0.0848,0.318,,0
232,7.9,-1.325,0.573,8.24,9.7,0.2424,0.1185,0.2339,,0
233,222.9,-0.75,0.654,16.75,11.08,0.2621,0.1353,0.5254,,1
234,431.1,-0.347,0.663,42.92,11.24,0.164,0.1372,0.2339,,0
235,164.2,-0.584,0.789,24.26,13.36,0.0009,0.1631,0.1604,,0
236,529.5,-2.254,0.266,23.76,4.5,0.2141,0.0549,0.5732,,1
237,210.1,-0.632,0.631,16.54,10.7,0.3033,0.1306,0.4647,,1
238,391.8,0.47,0.96,34.64,16.28,0.4591,0.1987,0.0718,,0
239,155.9,-2.926,0.486,20.89,8.24,0.2594,0.1006,0.1634,,0
240,455.2,-0.458,0.609,49.62,10.33,0.4478,0.1261,0.1644,,0
241,191.2,0.434,0.872,7.06,14.78,-0.1653,0.1805,0.088,,0
242,575.3,-2.151,0.364,4.37,6.17,0.2794,0.0753,0.37,,1
243,186.7,-0.66,0.763,28.04,12.93,0.0079,0.1578,0.1018,,0
244,8.1,0.468,0.287,0.23,4.87,0.1417,0.0595,0.5789,,1
245,494.9,-2.493,0.196,15.45,3.31,0.1397,0.0405,0.7229,,1
246,20.7,-0.766,0.461,9.1,7.82,0.2348,0.0954,0.2212,,0
247,42.9,-0.203,0.525,8.94,8.9,0.0651,0.1086,0.252,,0
248,560.7,-1.658,0.268,7.1,4.54,0.0058,0.0554,0.6559,,1
249,220.2,-1.17,0.874,7.74,14.81,0.3083,0.1808,0.1313,,0
250,25.8,-0.3,0.478,11.84,8.1,0.0556,0.0989,0.2657,,0
251,19.1,-0.547,0.314,2.69,5.33,0.2148,0.065,0.3645,,1
252,53.3,0.869,0.581,23.94,9.85,0.0187,0.1202,0.1147,,0
253,37.8,-1.033,0.569,13.8,9.64,0.1872,0.1177,0.1902,,0
254,39.6,-0.143,0.631,-5.73,10.69,-0.0434,0.1305,0.055,,0
255,154.1,-0.297,0.763,21.66,12.94,-0.0339,0.1579,0.1562,,0
256,224.4,1.528,0.869,9.31,14.73,0.2316,0.1798,0.2102,,0
257,143.4,-0.533,0.703,18.24,11.91,0.0642,0.1454,0.08,,0
258,20.5,-1.16,0.461,4.43,7.81,0.1353,0.0953,0.2607,,0
259,133.9,-2.161,0.585,11.04,9.92,0.4224,0.1211,0.2451,,0
260,584.1,-2.594,0.6,33.14,10.17,0.2719,0.1241,0.263,,0
