idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
146,367.0,0.617,1.092,-41.74,20.45,-0.7279,0.2369,0.1144,,0
147,329.5,0.337,1.319,-63.99,24.7,-0.7897,0.2861,0.1588,,0
148,158.6,-0.929,1.571,-41.56,29.42,-1.181,0.3408,0.1518,,0
149,388.5,-0.496,1.657,20.57,31.03,-0.4864,0.3595,0.2003,,0
150,99.7,-1.32,1.317,1.27,24.66,-0.7276,0.2857,0.1735,,0
151,89.2,0.49,0.414,73.11,7.75,0.9455,0.0898,0.5556,,1
152,72.2,0.325,0.492,49.41,9.21,0.5555,0.1067,0.6381,,1
153,357.1,0.368,1.211,-37.48,22.68,-0.8514,0.2627,0.1509,,0
154,344.6,0.173,0.919,-49.82,17.22,-0.9634,0.1995,0.0915,,0
155,90.6,-0.753,1.086,-5.99,20.33,-0.7349,0.2356,0.1302,,0
156,40.1,-0.844,1.253,-50.67,23.47,-0.5253,0.2719,0.0773,,0
157,418.5,-0.33,0.595,14.42,11.14,0.3055,0.129,0.526,,1
158,330.8,0.121,0.923,-49.42,17.29,-1.1656,0.2003,0.0607,,0
159,443.7,0.41,0.51,11.76,9.56,0.331,0.1107,0.6773,,1
160,261.2,-0.237,0.484,40.97,9.06,0.4717,0.105,0.5747,,1
161,176.5,0.843,0.339,30.59,6.35,0.3508,0.0736,0.6234,,1
162,65.2,0.888,0.343,57.46,6.43,0.757,0.0745,0.7152,,1
163,64.5,-0.589,1.168,-15.37,21.88,-0.6861,0.2535,0.1125,,0
164,48.2,-0.768,1.28,-44.32,23.98,-0.5007,0.2778,0.04,,0
165,686.8,-1.478,1.29,36.14,24.15,0.1422,0.2798,0.0657,,0
166,509.1,0.861,0.302,44.33,5.66,0.4495,0.0656,0.6414,,1
167,40.8,0.701,1.397,-59.69,26.17,-0.4549,0.3031,0.111,,0
168,349.6,0.632,0.626,-0.54,11.73,0.2918,0.1359,0.2251,,0
169,298.1,0.844,0.214,30.16,4.01,0.395,0.0464,0.7963,,1
170,461.0,0.324,0.281,12.35,5.25,0.1673,0.0609,0.6732,,1
171,449.8,0.752,0.168,26.29,3.14,0.3682,0.0364,0.8614,,1
172,80.2,0.771,0.461,43.51,8.63,0.4929,0.1,0.7562,,1
173,421.7,0.334,0.453,51.51,8.49,0.3838,0.0983,0.5354,,1
174,355.0,0.414,0.916,-50.85,17.15,-0.9379,0.1987,0.1531,,0
175,696.2,-2.623,1.336,35.89,25.03,-0.1238,0.2899,0.066,,0
176,446.9,0.229,0.535,12.97,10.03,0.5635,0.1162,0.6244,,1
177,80.6,-0.128,1.251,-12.54,23.43,-0.6306,0.2715,0.1427,,0
178,459.1,0.978,0.251,14.61,4.71,0.2346,0.0546,0.7354,,1
179,371.6,-1.156,1.66,20.68,31.08,-0.5884,0.3601,0.3115,,0
180,341.4,0.373,0.369,16.02,6.91,0.4386,0.08,0.6026,,1
181,684.8,-1.511,1.324,17.97,24.8,-0.0212,0.2873,0.1139,,0
182,344.2,1.446,1.339,-102.76,25.07,-1.3709,0.2905,0.1501,,0
183,211.1,0.03,1.094,-1.06,20.5,-0.7196,0.2375,0.2008,,0
184,460.3,0.632,0.721,8.47,13.5,0.136,0.1564,0.5844,,1
185,469.8,0.996,0.775,-19.38,14.52,0.3108,0.1683,0.5088,,1
186,358.4,0.744,0.356,12.42,6.66,0.2047,0.0772,0.5211,,1
187,57.2,0.979,1.369,-79.56,25.64,-0.5262,0.297,0.1289,,0
188,257.2,0.887,0.516,27.1,9.67,0.2407,0.112,0.1817,,0
