idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
1340,303.6,-0.419,0.893,18.03,16.8,0.0966,0.1938,0.2567,,0
1341,614.3,1.133,1.537,-70.28,28.91,0.4247,0.3335,0.218,,0
1342,342.6,-0.457,0.589,-36.47,11.07,-0.1966,0.1277,0.2397,,0
1343,49.3,-0.091,0.27,-3.21,5.07,0.0465,0.0585,0.7338,,1
1344,193.8,0.836,0.663,-27.77,12.46,-0.1122,0.1438,0.428,,1
1345,543.3,0.558,0.467,-5.43,8.79,-0.3789,0.1014,0.5457,,1
1346,561.8,0.641,0.29,16.8,5.46,-0.2115,0.063,0.6504,,1
1347,635.1,1.871,0.713,-1.2,13.41,0.4009,0.1547,0.1257,,0
1348,352.8,-0.489,0.322,0.06,6.05,-0.1537,0.0698,0.6321,,1
1349,39.3,0.068,0.378,-5.62,7.12,0.0592,0.0821,0.6112,,1
1350,99.6,0.273,0.199,-16.6,3.75,-0.2643,0.0432,0.8291,,1
1351,470.3,-0.132,0.353,-7.76,6.64,-0.2845,0.0766,0.5841,,1
1352,569.1,0.007,0.697,-1.07,13.1,-0.2277,0.1511,0.3151,,0
1353,36.7,0.754,0.288,-10.58,5.41,-0.1738,0.0624,0.7621,,1
1354,795.4,-0.428,0.359,9.09,6.75,-0.1456,0.0778,0.6421,,1
1355,487.4,-0.594,0.594,5.61,11.18,-0.1214,0.129,0.784,,1
1356,143.9,0.241,0.296,-12.36,5.57,0.0605,0.0642,0.8529,,1
1357,243.7,-0.578,0.375,-16.44,7.06,-0.2244,0.0814,0.5992,,1
1358,714.3,-0.058,0.363,9.85,6.84,0.0598,0.0788,0.6895,,1
1359,403.8,1.013,0.609,-14.9,11.46,-0.1227,0.1322,0.2775,,0
1360,310.9,0.849,0.606,-1.89,11.4,0.2526,0.1316,0.2084,,0
1361,309.1,-0.462,0.318,20.38,5.99,0.1359,0.0691,0.7092,,1
1362,581.2,0.121,0.356,15.78,6.71,0.0568,0.0773,0.6916,,1
1363,346.2,0.601,0.392,-22.66,7.37,0.1027,0.085,0.6632,,1
1364,205.9,-1.027,0.5,8.33,9.4,0.1771,0.1084,0.3483,,0
1365,437.5,0.062,0.303,-6.69,5.71,-0.0958,0.0658,0.8088,,1
1366,857.2,-0.485,0.17,21.46,3.2,-0.0821,0.0369,0.851,,1
1367,290.4,-0.219,0.422,3.39,7.94,0.0989,0.0916,0.5622,,1
