idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
27,307.6,2.278,0.581,45.47,10.86,0.5896,0.126,0.2261,,0
28,174.7,1.697,0.443,31.87,8.28,0.411,0.096,0.3146,,0
29,163.7,2.102,0.434,27.78,8.12,0.4483,0.0942,0.359,,1
30,152.6,1.975,0.439,35.61,8.21,0.3284,0.0952,0.3345,,0
31,163.1,1.022,0.743,30.03,13.9,0.4307,0.1613,0.0176,,0
32,422.8,1.819,0.652,-127.32,12.19,-1.4964,0.1414,0.2709,,0
33,198.3,2.537,0.455,26.57,8.51,0.6695,0.0988,0.3145,,0
34,328.6,0.698,0.818,-101.69,15.3,-1.4748,0.1775,0.0381,,0
35,209.3,1.786,0.429,43.81,8.03,0.6112,0.0931,0.3978,,1
36,407.8,1.75,0.368,60.35,6.89,0.6247,0.0799,0.4472,,1
37,430.7,0.476,0.615,-130.72,11.49,-1.6271,0.1334,0.2798,,0
38,358.6,-0.554,0.719,-115.87,13.45,-1.2055,0.1561,0.4117,,1
39,179.0,1.806,0.589,34.07,11.01,0.5349,0.1278,0.3164,,0
40,425.9,1.904,0.424,48.55,7.93,0.6572,0.092,0.421,,1
41,54.6,0.114,1.346,-36.89,25.18,-0.4235,0.2921,0.1937,,0
42,154.4,1.757,0.501,33.2,9.37,0.3741,0.1087,0.1649,,0
43,364.7,-1.618,0.871,-87.89,16.29,-1.2844,0.189,0.0831,,0
44,432.0,1.36,0.544,37.54,10.18,0.4756,0.1181,0.2709,,0
45,185.8,1.714,0.424,32.21,7.93,0.462,0.0921,0.3714,,1
46,435.9,1.334,0.375,61.16,7.01,0.5121,0.0813,0.3997,,1
47,301.7,1.397,0.705,56.57,13.18,0.6055,0.1529,0.0856,,0
48,52.9,1.785,1.203,-38.98,22.51,-0.4575,0.2611,0.1837,,0
49,200.6,2.945,0.496,24.84,9.28,0.7355,0.1077,0.2586,,0
50,370.7,-1.701,0.898,-84.97,16.8,-1.2395,0.1949,0.0873,,0
51,317.6,1.914,0.395,53.17,7.38,0.7603,0.0856,0.3856,,1
52,348.6,-0.968,0.876,-108.64,16.38,-1.3761,0.19,0.0212,,0
53,284.3,-0.3,0.741,-113.02,13.86,-1.7522,0.1608,0.1376,,0
54,338.6,-0.54,0.947,-87.25,17.7,-1.4138,0.2054,0.1794,,0
55,165.4,2.565,0.539,38.14,10.09,0.4969,0.117,0.1569,,0
56,152.0,1.931,0.432,30.25,8.07,0.3066,0.0936,0.3494,,0
57,174.2,1.441,0.449,32.54,8.39,0.3906,0.0974,0.3004,,0
58,242.5,3.065,0.469,50.69,8.77,0.6216,0.1018,0.3032,,0
59,354.7,-1.082,0.826,-91.36,15.44,-1.4341,0.1791,0.0881,,0
60,344.7,0.09,0.918,-95.73,17.16,-1.5451,0.1991,0.1279,,0
61,241.3,2.083,0.486,52.61,9.08,0.5502,0.1054,0.2895,,0
62,420.6,1.27,0.559,-139.69,10.46,-1.524,0.1214,0.27,,0
63,196.9,2.428,0.44,35.24,8.22,0.5793,0.0954,0.3695,,1
64,219.0,2.155,0.701,53.82,13.1,0.4847,0.152,0.157,,0
65,163.8,1.973,0.44,34.41,8.23,0.3273,0.0955,0.2853,,0
66,360.7,-1.101,0.825,-93.19,15.43,-1.4129,0.179,0.1027,,0
67,350.7,-0.184,0.92,-86.61,17.2,-1.4486,0.1996,0.2133,,0
68,401.8,1.613,0.399,49.77,7.47,0.6419,0.0866,0.4027,,1
69,141.5,1.567,0.423,31.92,7.91,0.3183,0.0918,0.3827,,1
70,445.9,1.511,0.67,74.94,12.53,0.7586,0.1454,0.2518,,0
71,252.4,2.232,0.479,58.47,8.96,0.536,0.104,0.3286,,0
72,251.9,1.978,0.589,62.11,11.01,0.4862,0.1277,0.2038,,0
73,46.9,1.879,1.156,-42.48,21.63,-0.3561,0.2509,0.157,,0
74,37.5,0.628,1.202,-8.59,22.48,-0.7797,0.2608,0.1191,,0
75,36.3,-1.305,1.152,14.68,21.54,-0.6457,0.2499,0.1405,,0
76,269.8,-2.789,0.916,20.4,17.13,0.1194,0.1987,0.2068,,0
77,311.8,1.92,0.392,52.5,7.33,0.764,0.085,0.39,,1
78,376.8,-0.624,0.913,-100.16,17.07,-1.2186,0.1981,0.1112,,0
79,419.9,1.494,0.43,39.71,8.04,0.7526,0.0932,0.386,,1
80,413.9,1.686,0.361,59.86,6.75,0.5991,0.0784,0.4606,,1
81,230.2,2.049,0.444,55.89,8.29,0.4625,0.0962,0.2804,,0
82,43.5,0.524,1.234,-8.81,23.07,-0.8374,0.2677,0.198,,0
83,323.7,2.201,0.383,54.22,7.16,0.6817,0.0831,0.4034,,1
84,356.8,-0.706,0.958,-108.31,17.92,-1.5732,0.2079,0.1648,,0
85,40.8,1.597,1.225,-28.27,22.91,-0.1559,0.2658,0.1141,,0
86,207.9,2.094,0.408,35.82,7.63,0.5561,0.0886,0.3676,,1
87,30.2,-1.426,1.188,15.41,22.22,-0.5878,0.2578,0.1038,,0
88,366.8,-1.019,0.841,-89.94,15.73,-1.4221,0.1826,0.0982,,0
89,211.5,1.177,0.521,45.47,9.74,0.6137,0.113,0.3636,,1
90,140.9,1.453,0.49,27.07,9.16,0.317,0.1063,0.3294,,0
91,283.4,-1.988,0.89,29.86,16.65,-0.0231,0.1932,0.2001,,0
92,316.8,2.644,0.555,53.67,10.38,0.498,0.1205,0.1791,,0
93,240.8,2.018,0.484,46.4,9.04,0.4846,0.1049,0.3645,,1
94,220.3,2.039,0.739,51.76,13.82,0.64,0.1604,0.0252,,0
95,185.3,1.443,0.462,34.83,8.64,0.3437,0.1002,0.2845,,0
96,31.5,0.553,1.174,-5.39,21.96,-0.8321,0.2548,0.1792,,0
97,304.6,2.407,0.448,46.87,8.37,0.668,0.0971,0.3151,,0
98,53.5,1.454,1.347,-13.13,25.18,-0.8069,0.2922,0.116,,0
99,253.5,2.136,0.564,50.84,10.54,0.6337,0.1223,0.1964,,0
100,322.0,1.876,0.484,38.91,9.05,0.538,0.105,0.2945,,0
101,403.9,1.027,0.429,43.94,8.02,0.6205,0.093,0.327,,0
102,420.6,3.387,1.083,58.28,20.25,0.8337,0.235,0.0414,,0
103,196.4,0.471,0.509,38.69,9.52,0.4822,0.1105,0.2776,,0
104,31.0,-0.326,1.189,-36.44,22.24,-0.7507,0.258,0.1682,,0
105,296.1,2.312,0.731,35.18,13.67,0.5421,0.1586,0.0483,,0
106,152.7,2.083,0.434,25.09,8.12,0.3363,0.0942,0.3432,,0
107,418.6,0.438,0.594,-139.56,11.11,-1.5889,0.1289,0.3705,,1
108,37.1,0.482,1.054,-30.25,19.72,-0.809,0.2288,0.0618,,0
