idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
293,85.7,-3.292,1.419,61.7,12.97,-0.1074,0.1859,0.3971,,1
294,105.1,-1.124,2.46,-56.15,22.48,-0.9412,0.3223,0.0704,,0
295,379.4,5.254,1.19,-140.39,10.88,-1.0163,0.1559,0.3063,,0
296,144.8,1.708,1.426,-15.78,13.03,-0.084,0.1868,0.2424,,0
297,184.3,0.474,2.267,-74.71,20.72,-1.179,0.297,0.0976,,0
298,326.0,-1.67,2.795,-81.0,25.54,-1.2711,0.3662,0.036,,0
299,603.0,4.925,3.521,-130.33,32.18,-1.0739,0.4613,0.0611,,0
300,0.3,-0.95,1.476,-52.3,13.49,-0.4571,0.1934,0.0433,,0
301,44.9,-2.825,1.09,54.12,9.96,-0.5199,0.1427,0.2892,,0
302,124.9,3.685,1.727,-12.56,15.78,-0.2056,0.2262,0.1236,,0
303,383.7,5.293,1.988,-162.37,18.16,-0.7591,0.2604,0.2949,,0
304,65.1,-2.505,1.056,50.91,9.65,-0.5355,0.1383,0.3673,,1
305,673.0,5.181,1.451,-161.59,13.26,-1.1174,0.1901,0.2938,,0
306,108.6,2.71,1.471,-78.63,13.44,-1.3434,0.1926,0.1029,,0
307,183.6,1.459,1.039,-2.02,9.5,0.2251,0.1361,0.2908,,0
308,57.5,2.158,1.704,13.6,15.57,-0.5186,0.2232,0.1516,,0
309,143.8,-0.667,2.407,-6.09,21.99,0.0927,0.3153,0.209,,0
310,19.0,-1.979,1.675,-44.03,15.3,-1.1163,0.2194,0.1654,,0
311,316.9,-2.696,2.82,-69.49,25.76,-1.2009,0.3694,0.2134,,0
312,474.2,3.564,1.695,-153.26,15.49,-1.3084,0.2221,0.2341,,0
313,722.9,-4.709,1.863,74.11,17.02,-0.5755,0.244,0.2402,,0
314,524.9,-1.862,2.832,57.58,25.87,-0.6004,0.3709,0.1436,,0
315,649.5,-5.005,2.327,79.74,21.27,-0.5662,0.3049,0.1819,,0
316,472.2,0.166,2.09,121.29,19.1,-0.1445,0.2738,0.1891,,0
317,554.7,-2.631,1.85,161.39,16.9,0.2966,0.2423,0.0406,,0
318,29.3,-5.198,1.82,-23.17,16.63,-0.5618,0.2384,0.1558,,0
319,507.7,2.976,3.265,-130.69,29.84,-1.3168,0.4277,0.2087,,0
320,68.0,2.602,2.312,31.07,21.13,0.0027,0.3029,0.1354,,0
321,517.9,3.428,3.367,-136.37,30.77,-1.154,0.4411,0.2118,,0
322,149.3,-1.521,1.034,66.3,9.45,0.6671,0.1354,0.4033,,1
323,25.6,-2.764,1.666,-44.67,15.22,-1.0712,0.2182,0.2344,,0
324,652.5,6.347,1.564,-156.95,14.29,-1.1055,0.2049,0.3736,,1
325,6.1,-1.326,1.906,-65.1,17.41,-1.2167,0.2496,0.1706,,0
326,675.7,-4.542,2.058,65.29,18.8,-0.3066,0.2695,0.1497,,0
327,61.1,-2.246,1.844,-21.78,16.85,-0.753,0.2415,0.4168,,1
